NODE_ID,NODE_NAME,latitude,longitude
1550004600,수성교,35.861361994574715,128.60905401233842
1550015200,카페YOUU,35.86206999358196,128.6100750129581
1550015400,능엄사,35.86250499356348,128.61060401277553
1550015401,수성교북편교차로,35.86395900763755,128.61277938229424
1550015600,신천시장교차로,35.86357899340988,128.61800401299317
1550015900,세광빌딩,35.86439399371159,128.6180770137622
1550016000,믿음의교회,35.86548199352945,128.61388101315313
1550016400,동신교남편교차로,35.867200993358786,128.6147120132724
1550107400,수성동4가1119-46,35.86434313918689,128.61522074884783
1550107500,수성동4가1067-4,35.86146844728993,128.61287098343186
1550107600,수성동4가1031,35.861293492742526,128.61669565034254
1550107700,수성동4가1085-19,35.86033526835534,128.61684564668946
1550107800,수성동4가1085-33,35.86035192976566,128.6163956861457
1550108000,범어3동행정복지센터,35.866284604545186,128.61780800202354
1550108100,범어3동행정복지센터,35.86630126745312,128.61748303056729
